=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.11.29 15:02:37 =~=~=~=~=~=~=~=~=~=~=~=
I2C sensor detected
Teperature	Humidity
25.3,205
25.4,23
25.5,202
25.0,23
25.4,206
25.2,23
25.4,205
2
